group_by_sex,group_by_1,group_by_label_1,group_by_value_1,group_by_2,variable,prevalence,mean,median,sd,percentile_025,percentile_750
NA,Bin,bin 51,51,NA,J1L_cat2_1,5.3,NA,NA,NA,NA,NA
NA,Bin,bin 51,51,NA,K2E_cat2_0,99.8,NA,NA,NA,NA,NA
NA,Bin,bin 51,51,NA,K2E_cat2_1,0.2,NA,NA,NA,NA,NA
NA,Bin,bin 51,51,NA,K3D_cat2_0,80.4,NA,NA,NA,NA,NA
NA,Bin,bin 51,51,NA,K3D_cat2_1,19.6,NA,NA,NA,NA,NA
NA,Bin,bin 51,51,NA,K3E_cat2_0,90.7,NA,NA,NA,NA,NA
NA,Bin,bin 51,51,NA,K3E_cat2_1,9.3,NA,NA,NA,NA,NA
NA,Bin,bin 51,51,NA,K8E_cat2_0,100,NA,NA,NA,NA,NA
NA,Bin,bin 51,51,NA,K8E_cat2_1,0,NA,NA,NA,NA,NA
NA,Bin,bin 51,51,NA,L1A_cat2_0,99.7,NA,NA,NA,NA,NA
NA,Bin,bin 51,51,NA,L1A_cat2_1,0.3,NA,NA,NA,NA,NA
NA,Bin,bin 51,51,NA,L2B_cat2_0,99.9,NA,NA,NA,NA,NA
NA,Bin,bin 51,51,NA,L2B_cat2_1,0.1,NA,NA,NA,NA,NA
NA,Bin,bin 51,51,NA,L2C_cat2_0,99.9,NA,NA,NA,NA,NA
NA,Bin,bin 51,51,NA,L2C_cat2_1,0.1,NA,NA,NA,NA,NA
NA,Bin,bin 51,51,NA,Oxygen_cat6_0,89.8,NA,NA,NA,NA,NA
NA,Bin,bin 51,51,NA,Oxygen_cat6_1,0.1,NA,NA,NA,NA,NA
NA,Bin,bin 51,51,NA,Oxygen_cat6_2,0.2,NA,NA,NA,NA,NA
NA,Bin,bin 51,51,NA,Oxygen_cat6_3,9.4,NA,NA,NA,NA,NA
NA,Bin,bin 51,51,NA,Oxygen_cat6_4,0,NA,NA,NA,NA,NA
NA,Bin,bin 51,51,NA,Oxygen_cat6_5,0.5,NA,NA,NA,NA,NA
NA,Bin,bin 51,51,NA,P4A_cat4_0,90.1,NA,NA,NA,NA,NA
NA,Bin,bin 51,51,NA,P4A_cat4_1,9.4,NA,NA,NA,NA,NA
NA,Bin,bin 51,51,NA,P4A_cat4_2,0.5,NA,NA,NA,NA,NA
NA,Bin,bin 51,51,NA,P4A_cat4_3,0.1,NA,NA,NA,NA,NA
NA,Bin,bin 51,51,NA,P4B_cat4_0,89.5,NA,NA,NA,NA,NA
NA,Bin,bin 51,51,NA,P4B_cat4_1,8.3,NA,NA,NA,NA,NA
NA,Bin,bin 51,51,NA,P4B_cat4_2,1.4,NA,NA,NA,NA,NA
NA,Bin,bin 51,51,NA,P4B_cat4_3,0.8,NA,NA,NA,NA,NA
NA,Bin,bin 51,51,NA,Renal_cat4_0,97.9,NA,NA,NA,NA,NA
NA,Bin,bin 51,51,NA,Renal_cat4_1,1.8,NA,NA,NA,NA,NA
NA,Bin,bin 51,51,NA,Renal_cat4_2,0,NA,NA,NA,NA,NA
NA,Bin,bin 51,51,NA,Renal_cat4_3,0.3,NA,NA,NA,NA,NA
NA,Bin,bin 51,51,NA,Sex_cat2_0,84.5,NA,NA,NA,NA,NA
NA,Bin,bin 51,51,NA,Sex_cat2_1,15.5,NA,NA,NA,NA,NA
NA,Bin,bin 51,51,NA,Age_cont,NA,77.19,80,10.3,71,85
NA,Bin,bin 52,52,NA,A1_cat7_0,17.4,NA,NA,NA,NA,NA
NA,Bin,bin 52,52,NA,A1_cat7_1,17.1,NA,NA,NA,NA,NA
NA,Bin,bin 52,52,NA,A1_cat7_2,16.6,NA,NA,NA,NA,NA
NA,Bin,bin 52,52,NA,A1_cat7_3,14.2,NA,NA,NA,NA,NA
NA,Bin,bin 52,52,NA,A1_cat7_4,13,NA,NA,NA,NA,NA
NA,Bin,bin 52,52,NA,A1_cat7_5,12.3,NA,NA,NA,NA,NA
NA,Bin,bin 52,52,NA,A1_cat7_6,9.4,NA,NA,NA,NA,NA
NA,Bin,bin 52,52,NA,A2_cat5_0,22.2,NA,NA,NA,NA,NA
NA,Bin,bin 52,52,NA,A2_cat5_1,16.5,NA,NA,NA,NA,NA
NA,Bin,bin 52,52,NA,A2_cat5_2,60.5,NA,NA,NA,NA,NA
NA,Bin,bin 52,52,NA,A2_cat5_3,0.4,NA,NA,NA,NA,NA
NA,Bin,bin 52,52,NA,A2_cat5_4,0.3,NA,NA,NA,NA,NA
NA,Bin,bin 52,52,NA,ADL_cat7_0,88.5,NA,NA,NA,NA,NA
NA,Bin,bin 52,52,NA,ADL_cat7_1,6.6,NA,NA,NA,NA,NA
NA,Bin,bin 52,52,NA,ADL_cat7_2,3.4,NA,NA,NA,NA,NA
NA,Bin,bin 52,52,NA,ADL_cat7_3,1.1,NA,NA,NA,NA,NA
NA,Bin,bin 52,52,NA,ADL_cat7_4,0.4,NA,NA,NA,NA,NA
NA,Bin,bin 52,52,NA,ADL_cat7_5,0,NA,NA,NA,NA,NA
NA,Bin,bin 52,52,NA,ADL_cat7_6,0,NA,NA,NA,NA,NA
NA,Bin,bin 52,52,NA,B2B_cat2_0,93.9,NA,NA,NA,NA,NA
NA,Bin,bin 52,52,NA,B2B_cat2_1,6.1,NA,NA,NA,NA,NA
NA,Bin,bin 52,52,NA,BB6_cat5_0,42.1,NA,NA,NA,NA,NA
NA,Bin,bin 52,52,NA,BB6_cat5_1,18.5,NA,NA,NA,NA,NA
NA,Bin,bin 52,52,NA,BB6_cat5_2,6.3,NA,NA,NA,NA,NA
NA,Bin,bin 52,52,NA,BB6_cat5_3,17.8,NA,NA,NA,NA,NA
NA,Bin,bin 52,52,NA,BB6_cat5_4,15.3,NA,NA,NA,NA,NA
NA,Bin,bin 52,52,NA,Cancer_cat6_0,99.8,NA,NA,NA,NA,NA
NA,Bin,bin 52,52,NA,Cancer_cat6_1,0,NA,NA,NA,NA,NA
NA,Bin,bin 52,52,NA,Cancer_cat6_2,0,NA,NA,NA,NA,NA
NA,Bin,bin 52,52,NA,Cancer_cat6_3,0.2,NA,NA,NA,NA,NA
NA,Bin,bin 52,52,NA,Cancer_cat6_4,0,NA,NA,NA,NA,NA
NA,Bin,bin 52,52,NA,Cancer_cat6_5,0,NA,NA,NA,NA,NA
NA,Bin,bin 52,52,NA,H3_cat2_0,94.7,NA,NA,NA,NA,NA
NA,Bin,bin 52,52,NA,H3_cat2_1,5.3,NA,NA,NA,NA,NA
NA,Bin,bin 52,52,NA,IADL_cat7_0,8.2,NA,NA,NA,NA,NA
NA,Bin,bin 52,52,NA,IADL_cat7_1,15.4,NA,NA,NA,NA,NA
NA,Bin,bin 52,52,NA,IADL_cat7_2,22.2,NA,NA,NA,NA,NA
NA,Bin,bin 52,52,NA,IADL_cat7_3,3.3,NA,NA,NA,NA,NA
NA,Bin,bin 52,52,NA,IADL_cat7_4,32.4,NA,NA,NA,NA,NA
NA,Bin,bin 52,52,NA,IADL_cat7_5,17.2,NA,NA,NA,NA,NA
NA,Bin,bin 52,52,NA,IADL_cat7_6,1.3,NA,NA,NA,NA,NA
NA,Bin,bin 52,52,NA,J1A_cat2_0,80.4,NA,NA,NA,NA,NA
NA,Bin,bin 52,52,NA,J1A_cat2_1,19.6,NA,NA,NA,NA,NA
NA,Bin,bin 52,52,NA,J1B_cat2_0,97.4,NA,NA,NA,NA,NA
NA,Bin,bin 52,52,NA,J1B_cat2_1,2.6,NA,NA,NA,NA,NA
NA,Bin,bin 52,52,NA,J1C_cat2_0,79.1,NA,NA,NA,NA,NA
NA,Bin,bin 52,52,NA,J1C_cat2_1,20.9,NA,NA,NA,NA,NA
NA,Bin,bin 52,52,NA,J1DE_cat2_0,82.1,NA,NA,NA,NA,NA
NA,Bin,bin 52,52,NA,J1DE_cat2_1,17.9,NA,NA,NA,NA,NA
NA,Bin,bin 52,52,NA,J1D_cat2_0,34.7,NA,NA,NA,NA,NA
NA,Bin,bin 52,52,NA,J1D_cat2_1,65.3,NA,NA,NA,NA,NA
NA,Bin,bin 52,52,NA,J1K_cat2_0,97.8,NA,NA,NA,NA,NA
NA,Bin,bin 52,52,NA,J1K_cat2_1,2.2,NA,NA,NA,NA,NA
NA,Bin,bin 52,52,NA,J1L_cat2_0,95.2,NA,NA,NA,NA,NA
NA,Bin,bin 52,52,NA,J1L_cat2_1,4.8,NA,NA,NA,NA,NA
NA,Bin,bin 52,52,NA,K2E_cat2_0,99.8,NA,NA,NA,NA,NA
NA,Bin,bin 52,52,NA,K2E_cat2_1,0.2,NA,NA,NA,NA,NA
NA,Bin,bin 52,52,NA,K3D_cat2_0,80.1,NA,NA,NA,NA,NA
NA,Bin,bin 52,52,NA,K3D_cat2_1,19.9,NA,NA,NA,NA,NA
NA,Bin,bin 52,52,NA,K3E_cat2_0,91.8,NA,NA,NA,NA,NA
NA,Bin,bin 52,52,NA,K3E_cat2_1,8.2,NA,NA,NA,NA,NA
NA,Bin,bin 52,52,NA,K8E_cat2_0,100,NA,NA,NA,NA,NA
NA,Bin,bin 52,52,NA,K8E_cat2_1,0,NA,NA,NA,NA,NA
NA,Bin,bin 52,52,NA,L1A_cat2_0,99.6,NA,NA,NA,NA,NA
NA,Bin,bin 52,52,NA,L1A_cat2_1,0.4,NA,NA,NA,NA,NA
NA,Bin,bin 52,52,NA,L2B_cat2_0,99.8,NA,NA,NA,NA,NA
NA,Bin,bin 52,52,NA,L2B_cat2_1,0.2,NA,NA,NA,NA,NA
NA,Bin,bin 52,52,NA,L2C_cat2_0,99.8,NA,NA,NA,NA,NA
NA,Bin,bin 52,52,NA,L2C_cat2_1,0.2,NA,NA,NA,NA,NA
NA,Bin,bin 52,52,NA,Oxygen_cat6_0,89.8,NA,NA,NA,NA,NA
NA,Bin,bin 52,52,NA,Oxygen_cat6_1,0,NA,NA,NA,NA,NA
NA,Bin,bin 52,52,NA,Oxygen_cat6_2,0.3,NA,NA,NA,NA,NA
NA,Bin,bin 52,52,NA,Oxygen_cat6_3,9.3,NA,NA,NA,NA,NA
NA,Bin,bin 52,52,NA,Oxygen_cat6_4,0.1,NA,NA,NA,NA,NA
NA,Bin,bin 52,52,NA,Oxygen_cat6_5,0.5,NA,NA,NA,NA,NA
NA,Bin,bin 52,52,NA,P4A_cat4_0,91.4,NA,NA,NA,NA,NA
NA,Bin,bin 52,52,NA,P4A_cat4_1,8.1,NA,NA,NA,NA,NA
NA,Bin,bin 52,52,NA,P4A_cat4_2,0.4,NA,NA,NA,NA,NA
NA,Bin,bin 52,52,NA,P4A_cat4_3,0.1,NA,NA,NA,NA,NA
NA,Bin,bin 52,52,NA,P4B_cat4_0,89.9,NA,NA,NA,NA,NA
NA,Bin,bin 52,52,NA,P4B_cat4_1,8.3,NA,NA,NA,NA,NA
NA,Bin,bin 52,52,NA,P4B_cat4_2,1.2,NA,NA,NA,NA,NA
NA,Bin,bin 52,52,NA,P4B_cat4_3,0.6,NA,NA,NA,NA,NA
NA,Bin,bin 52,52,NA,Renal_cat4_0,98.2,NA,NA,NA,NA,NA
NA,Bin,bin 52,52,NA,Renal_cat4_1,1.5,NA,NA,NA,NA,NA
NA,Bin,bin 52,52,NA,Renal_cat4_2,0,NA,NA,NA,NA,NA
NA,Bin,bin 52,52,NA,Renal_cat4_3,0.3,NA,NA,NA,NA,NA
NA,Bin,bin 52,52,NA,Sex_cat2_0,85.3,NA,NA,NA,NA,NA
NA,Bin,bin 52,52,NA,Sex_cat2_1,14.7,NA,NA,NA,NA,NA
NA,Bin,bin 52,52,NA,Age_cont,NA,76.86,80,10.41,71,85
NA,Bin,bin 53,53,NA,A1_cat7_0,17.6,NA,NA,NA,NA,NA
NA,Bin,bin 53,53,NA,A1_cat7_1,17.3,NA,NA,NA,NA,NA
NA,Bin,bin 53,53,NA,A1_cat7_2,16.9,NA,NA,NA,NA,NA
NA,Bin,bin 53,53,NA,A1_cat7_3,14.1,NA,NA,NA,NA,NA
NA,Bin,bin 53,53,NA,A1_cat7_4,13,NA,NA,NA,NA,NA
NA,Bin,bin 53,53,NA,A1_cat7_5,11.9,NA,NA,NA,NA,NA
NA,Bin,bin 53,53,NA,A1_cat7_6,9.2,NA,NA,NA,NA,NA
NA,Bin,bin 53,53,NA,A2_cat5_0,21.3,NA,NA,NA,NA,NA
NA,Bin,bin 53,53,NA,A2_cat5_1,16.3,NA,NA,NA,NA,NA
NA,Bin,bin 53,53,NA,A2_cat5_2,61.5,NA,NA,NA,NA,NA
NA,Bin,bin 53,53,NA,A2_cat5_3,0.5,NA,NA,NA,NA,NA
NA,Bin,bin 53,53,NA,A2_cat5_4,0.4,NA,NA,NA,NA,NA
NA,Bin,bin 53,53,NA,ADL_cat7_0,90,NA,NA,NA,NA,NA
NA,Bin,bin 53,53,NA,ADL_cat7_1,5.8,NA,NA,NA,NA,NA
NA,Bin,bin 53,53,NA,ADL_cat7_2,3.1,NA,NA,NA,NA,NA
NA,Bin,bin 53,53,NA,ADL_cat7_3,0.9,NA,NA,NA,NA,NA
NA,Bin,bin 53,53,NA,ADL_cat7_4,0.2,NA,NA,NA,NA,NA
NA,Bin,bin 53,53,NA,ADL_cat7_5,0,NA,NA,NA,NA,NA
NA,Bin,bin 53,53,NA,ADL_cat7_6,0,NA,NA,NA,NA,NA
NA,Bin,bin 53,53,NA,B2B_cat2_0,94.2,NA,NA,NA,NA,NA
NA,Bin,bin 53,53,NA,B2B_cat2_1,5.8,NA,NA,NA,NA,NA
NA,Bin,bin 53,53,NA,BB6_cat5_0,43.4,NA,NA,NA,NA,NA
NA,Bin,bin 53,53,NA,BB6_cat5_1,18.2,NA,NA,NA,NA,NA
NA,Bin,bin 53,53,NA,BB6_cat5_2,6.2,NA,NA,NA,NA,NA
NA,Bin,bin 53,53,NA,BB6_cat5_3,17.4,NA,NA,NA,NA,NA
NA,Bin,bin 53,53,NA,BB6_cat5_4,14.9,NA,NA,NA,NA,NA
NA,Bin,bin 53,53,NA,Cancer_cat6_0,99.8,NA,NA,NA,NA,NA
NA,Bin,bin 53,53,NA,Cancer_cat6_1,0,NA,NA,NA,NA,NA
NA,Bin,bin 53,53,NA,Cancer_cat6_2,0,NA,NA,NA,NA,NA
NA,Bin,bin 53,53,NA,Cancer_cat6_3,0.2,NA,NA,NA,NA,NA
NA,Bin,bin 53,53,NA,Cancer_cat6_4,0,NA,NA,NA,NA,NA
NA,Bin,bin 53,53,NA,Cancer_cat6_5,0,NA,NA,NA,NA,NA
NA,Bin,bin 53,53,NA,H3_cat2_0,95.4,NA,NA,NA,NA,NA
NA,Bin,bin 53,53,NA,H3_cat2_1,4.6,NA,NA,NA,NA,NA
NA,Bin,bin 53,53,NA,IADL_cat7_0,8.8,NA,NA,NA,NA,NA
NA,Bin,bin 53,53,NA,IADL_cat7_1,16.8,NA,NA,NA,NA,NA
NA,Bin,bin 53,53,NA,IADL_cat7_2,22.2,NA,NA,NA,NA,NA
NA,Bin,bin 53,53,NA,IADL_cat7_3,3.1,NA,NA,NA,NA,NA
NA,Bin,bin 53,53,NA,IADL_cat7_4,32.2,NA,NA,NA,NA,NA
NA,Bin,bin 53,53,NA,IADL_cat7_5,15.8,NA,NA,NA,NA,NA
NA,Bin,bin 53,53,NA,IADL_cat7_6,1.1,NA,NA,NA,NA,NA
NA,Bin,bin 53,53,NA,J1A_cat2_0,80.3,NA,NA,NA,NA,NA
NA,Bin,bin 53,53,NA,J1A_cat2_1,19.7,NA,NA,NA,NA,NA
NA,Bin,bin 53,53,NA,J1B_cat2_0,97.6,NA,NA,NA,NA,NA
NA,Bin,bin 53,53,NA,J1B_cat2_1,2.4,NA,NA,NA,NA,NA
NA,Bin,bin 53,53,NA,J1C_cat2_0,80,NA,NA,NA,NA,NA
NA,Bin,bin 53,53,NA,J1C_cat2_1,20,NA,NA,NA,NA,NA
NA,Bin,bin 53,53,NA,J1DE_cat2_0,82.4,NA,NA,NA,NA,NA
NA,Bin,bin 53,53,NA,J1DE_cat2_1,17.6,NA,NA,NA,NA,NA
NA,Bin,bin 53,53,NA,J1D_cat2_0,34.8,NA,NA,NA,NA,NA
NA,Bin,bin 53,53,NA,J1D_cat2_1,65.2,NA,NA,NA,NA,NA
NA,Bin,bin 53,53,NA,J1K_cat2_0,97.6,NA,NA,NA,NA,NA
NA,Bin,bin 53,53,NA,J1K_cat2_1,2.4,NA,NA,NA,NA,NA
NA,Bin,bin 53,53,NA,J1L_cat2_0,95.4,NA,NA,NA,NA,NA
NA,Bin,bin 53,53,NA,J1L_cat2_1,4.6,NA,NA,NA,NA,NA
NA,Bin,bin 53,53,NA,K2E_cat2_0,99.8,NA,NA,NA,NA,NA
NA,Bin,bin 53,53,NA,K2E_cat2_1,0.2,NA,NA,NA,NA,NA
NA,Bin,bin 53,53,NA,K3D_cat2_0,81.5,NA,NA,NA,NA,NA
NA,Bin,bin 53,53,NA,K3D_cat2_1,18.5,NA,NA,NA,NA,NA
NA,Bin,bin 53,53,NA,K3E_cat2_0,92.8,NA,NA,NA,NA,NA
NA,Bin,bin 53,53,NA,K3E_cat2_1,7.2,NA,NA,NA,NA,NA
NA,Bin,bin 53,53,NA,K8E_cat2_0,100,NA,NA,NA,NA,NA
NA,Bin,bin 53,53,NA,K8E_cat2_1,0,NA,NA,NA,NA,NA
NA,Bin,bin 53,53,NA,L1A_cat2_0,99.7,NA,NA,NA,NA,NA
NA,Bin,bin 53,53,NA,L1A_cat2_1,0.3,NA,NA,NA,NA,NA
NA,Bin,bin 53,53,NA,L2B_cat2_0,99.9,NA,NA,NA,NA,NA
NA,Bin,bin 53,53,NA,L2B_cat2_1,0.1,NA,NA,NA,NA,NA
NA,Bin,bin 53,53,NA,L2C_cat2_0,99.9,NA,NA,NA,NA,NA
NA,Bin,bin 53,53,NA,L2C_cat2_1,0.1,NA,NA,NA,NA,NA
NA,Bin,bin 53,53,NA,Oxygen_cat6_0,90.5,NA,NA,NA,NA,NA
NA,Bin,bin 53,53,NA,Oxygen_cat6_1,0,NA,NA,NA,NA,NA
NA,Bin,bin 53,53,NA,Oxygen_cat6_2,0.3,NA,NA,NA,NA,NA
NA,Bin,bin 53,53,NA,Oxygen_cat6_3,8.7,NA,NA,NA,NA,NA
NA,Bin,bin 53,53,NA,Oxygen_cat6_4,0,NA,NA,NA,NA,NA
NA,Bin,bin 53,53,NA,Oxygen_cat6_5,0.4,NA,NA,NA,NA,NA
NA,Bin,bin 53,53,NA,P4A_cat4_0,91.8,NA,NA,NA,NA,NA
NA,Bin,bin 53,53,NA,P4A_cat4_1,7.6,NA,NA,NA,NA,NA
NA,Bin,bin 53,53,NA,P4A_cat4_2,0.5,NA,NA,NA,NA,NA
NA,Bin,bin 53,53,NA,P4A_cat4_3,0.1,NA,NA,NA,NA,NA
NA,Bin,bin 53,53,NA,P4B_cat4_0,90.1,NA,NA,NA,NA,NA
NA,Bin,bin 53,53,NA,P4B_cat4_1,8,NA,NA,NA,NA,NA
NA,Bin,bin 53,53,NA,P4B_cat4_2,1.3,NA,NA,NA,NA,NA
NA,Bin,bin 53,53,NA,P4B_cat4_3,0.6,NA,NA,NA,NA,NA
NA,Bin,bin 53,53,NA,Renal_cat4_0,98.2,NA,NA,NA,NA,NA
NA,Bin,bin 53,53,NA,Renal_cat4_1,1.6,NA,NA,NA,NA,NA
NA,Bin,bin 53,53,NA,Renal_cat4_2,0,NA,NA,NA,NA,NA
NA,Bin,bin 53,53,NA,Renal_cat4_3,0.2,NA,NA,NA,NA,NA
NA,Bin,bin 53,53,NA,Sex_cat2_0,87.5,NA,NA,NA,NA,NA
NA,Bin,bin 53,53,NA,Sex_cat2_1,12.5,NA,NA,NA,NA,NA
NA,Bin,bin 53,53,NA,Age_cont,NA,76.76,80,10.45,71,85
NA,Bin,bin 54,54,NA,A1_cat7_0,17.7,NA,NA,NA,NA,NA
NA,Bin,bin 54,54,NA,A1_cat7_1,16.7,NA,NA,NA,NA,NA
NA,Bin,bin 54,54,NA,A1_cat7_2,16.8,NA,NA,NA,NA,NA
NA,Bin,bin 54,54,NA,A1_cat7_3,14.4,NA,NA,NA,NA,NA
NA,Bin,bin 54,54,NA,A1_cat7_4,13.1,NA,NA,NA,NA,NA
NA,Bin,bin 54,54,NA,A1_cat7_5,12.2,NA,NA,NA,NA,NA
NA,Bin,bin 54,54,NA,A1_cat7_6,9.2,NA,NA,NA,NA,NA
NA,Bin,bin 54,54,NA,A2_cat5_0,20.9,NA,NA,NA,NA,NA
NA,Bin,bin 54,54,NA,A2_cat5_1,16.1,NA,NA,NA,NA,NA
NA,Bin,bin 54,54,NA,A2_cat5_2,62.4,NA,NA,NA,NA,NA
NA,Bin,bin 54,54,NA,A2_cat5_3,0.2,NA,NA,NA,NA,NA
NA,Bin,bin 54,54,NA,A2_cat5_4,0.4,NA,NA,NA,NA,NA
NA,Bin,bin 54,54,NA,ADL_cat7_0,90.4,NA,NA,NA,NA,NA
NA,Bin,bin 54,54,NA,ADL_cat7_1,5.3,NA,NA,NA,NA,NA
NA,Bin,bin 54,54,NA,ADL_cat7_2,2.9,NA,NA,NA,NA,NA
NA,Bin,bin 54,54,NA,ADL_cat7_3,1.2,NA,NA,NA,NA,NA
NA,Bin,bin 54,54,NA,ADL_cat7_4,0.1,NA,NA,NA,NA,NA
NA,Bin,bin 54,54,NA,ADL_cat7_5,0,NA,NA,NA,NA,NA
NA,Bin,bin 54,54,NA,ADL_cat7_6,0,NA,NA,NA,NA,NA
NA,Bin,bin 54,54,NA,B2B_cat2_0,95,NA,NA,NA,NA,NA
NA,Bin,bin 54,54,NA,B2B_cat2_1,5,NA,NA,NA,NA,NA
NA,Bin,bin 54,54,NA,BB6_cat5_0,43,NA,NA,NA,NA,NA
NA,Bin,bin 54,54,NA,BB6_cat5_1,19.2,NA,NA,NA,NA,NA
NA,Bin,bin 54,54,NA,BB6_cat5_2,6.4,NA,NA,NA,NA,NA
NA,Bin,bin 54,54,NA,BB6_cat5_3,17.3,NA,NA,NA,NA,NA
NA,Bin,bin 54,54,NA,BB6_cat5_4,14,NA,NA,NA,NA,NA
NA,Bin,bin 54,54,NA,Cancer_cat6_0,99.9,NA,NA,NA,NA,NA
NA,Bin,bin 54,54,NA,Cancer_cat6_1,0,NA,NA,NA,NA,NA
NA,Bin,bin 54,54,NA,Cancer_cat6_2,0,NA,NA,NA,NA,NA
NA,Bin,bin 54,54,NA,Cancer_cat6_3,0.1,NA,NA,NA,NA,NA
NA,Bin,bin 54,54,NA,Cancer_cat6_4,0,NA,NA,NA,NA,NA
NA,Bin,bin 54,54,NA,Cancer_cat6_5,0,NA,NA,NA,NA,NA
NA,Bin,bin 54,54,NA,H3_cat2_0,96.1,NA,NA,NA,NA,NA
NA,Bin,bin 54,54,NA,H3_cat2_1,3.9,NA,NA,NA,NA,NA
NA,Bin,bin 54,54,NA,IADL_cat7_0,9.4,NA,NA,NA,NA,NA
NA,Bin,bin 54,54,NA,IADL_cat7_1,19.7,NA,NA,NA,NA,NA
NA,Bin,bin 54,54,NA,IADL_cat7_2,21.7,NA,NA,NA,NA,NA
NA,Bin,bin 54,54,NA,IADL_cat7_3,3.2,NA,NA,NA,NA,NA
NA,Bin,bin 54,54,NA,IADL_cat7_4,31.9,NA,NA,NA,NA,NA
NA,Bin,bin 54,54,NA,IADL_cat7_5,13.6,NA,NA,NA,NA,NA
NA,Bin,bin 54,54,NA,IADL_cat7_6,0.5,NA,NA,NA,NA,NA
NA,Bin,bin 54,54,NA,J1A_cat2_0,80,NA,NA,NA,NA,NA
NA,Bin,bin 54,54,NA,J1A_cat2_1,20,NA,NA,NA,NA,NA
NA,Bin,bin 54,54,NA,J1B_cat2_0,97.8,NA,NA,NA,NA,NA
NA,Bin,bin 54,54,NA,J1B_cat2_1,2.2,NA,NA,NA,NA,NA
NA,Bin,bin 54,54,NA,J1C_cat2_0,79.7,NA,NA,NA,NA,NA
NA,Bin,bin 54,54,NA,J1C_cat2_1,20.3,NA,NA,NA,NA,NA
NA,Bin,bin 54,54,NA,J1DE_cat2_0,83.5,NA,NA,NA,NA,NA
NA,Bin,bin 54,54,NA,J1DE_cat2_1,16.5,NA,NA,NA,NA,NA
NA,Bin,bin 54,54,NA,J1D_cat2_0,33.5,NA,NA,NA,NA,NA
NA,Bin,bin 54,54,NA,J1D_cat2_1,66.5,NA,NA,NA,NA,NA
NA,Bin,bin 54,54,NA,J1K_cat2_0,97.1,NA,NA,NA,NA,NA
NA,Bin,bin 54,54,NA,J1K_cat2_1,2.9,NA,NA,NA,NA,NA
NA,Bin,bin 54,54,NA,J1L_cat2_0,95.2,NA,NA,NA,NA,NA
NA,Bin,bin 54,54,NA,J1L_cat2_1,4.8,NA,NA,NA,NA,NA
NA,Bin,bin 54,54,NA,K2E_cat2_0,99.8,NA,NA,NA,NA,NA
NA,Bin,bin 54,54,NA,K2E_cat2_1,0.2,NA,NA,NA,NA,NA
NA,Bin,bin 54,54,NA,K3D_cat2_0,82.1,NA,NA,NA,NA,NA
NA,Bin,bin 54,54,NA,K3D_cat2_1,17.9,NA,NA,NA,NA,NA
NA,Bin,bin 54,54,NA,K3E_cat2_0,93.3,NA,NA,NA,NA,NA
NA,Bin,bin 54,54,NA,K3E_cat2_1,6.7,NA,NA,NA,NA,NA
NA,Bin,bin 54,54,NA,K8E_cat2_0,100,NA,NA,NA,NA,NA
NA,Bin,bin 54,54,NA,K8E_cat2_1,0,NA,NA,NA,NA,NA
NA,Bin,bin 54,54,NA,L1A_cat2_0,99.7,NA,NA,NA,NA,NA
NA,Bin,bin 54,54,NA,L1A_cat2_1,0.3,NA,NA,NA,NA,NA
NA,Bin,bin 54,54,NA,L2B_cat2_0,99.9,NA,NA,NA,NA,NA
NA,Bin,bin 54,54,NA,L2B_cat2_1,0.1,NA,NA,NA,NA,NA
NA,Bin,bin 54,54,NA,L2C_cat2_0,99.9,NA,NA,NA,NA,NA
NA,Bin,bin 54,54,NA,L2C_cat2_1,0.1,NA,NA,NA,NA,NA
NA,Bin,bin 54,54,NA,Oxygen_cat6_0,90,NA,NA,NA,NA,NA
NA,Bin,bin 54,54,NA,Oxygen_cat6_1,0,NA,NA,NA,NA,NA
NA,Bin,bin 54,54,NA,Oxygen_cat6_2,0.1,NA,NA,NA,NA,NA
NA,Bin,bin 54,54,NA,Oxygen_cat6_3,9.4,NA,NA,NA,NA,NA
NA,Bin,bin 54,54,NA,Oxygen_cat6_4,0,NA,NA,NA,NA,NA
NA,Bin,bin 54,54,NA,Oxygen_cat6_5,0.4,NA,NA,NA,NA,NA
NA,Bin,bin 54,54,NA,P4A_cat4_0,92.3,NA,NA,NA,NA,NA
NA,Bin,bin 54,54,NA,P4A_cat4_1,7.4,NA,NA,NA,NA,NA
NA,Bin,bin 54,54,NA,P4A_cat4_2,0.3,NA,NA,NA,NA,NA
NA,Bin,bin 54,54,NA,P4A_cat4_3,0,NA,NA,NA,NA,NA
NA,Bin,bin 54,54,NA,P4B_cat4_0,90.7,NA,NA,NA,NA,NA
NA,Bin,bin 54,54,NA,P4B_cat4_1,7.5,NA,NA,NA,NA,NA
NA,Bin,bin 54,54,NA,P4B_cat4_2,1.2,NA,NA,NA,NA,NA
NA,Bin,bin 54,54,NA,P4B_cat4_3,0.6,NA,NA,NA,NA,NA
NA,Bin,bin 54,54,NA,Renal_cat4_0,98.6,NA,NA,NA,NA,NA
NA,Bin,bin 54,54,NA,Renal_cat4_1,1.4,NA,NA,NA,NA,NA
NA,Bin,bin 54,54,NA,Renal_cat4_2,0,NA,NA,NA,NA,NA
NA,Bin,bin 54,54,NA,Renal_cat4_3,0.1,NA,NA,NA,NA,NA
NA,Bin,bin 54,54,NA,Sex_cat2_0,87.9,NA,NA,NA,NA,NA
