group_by_sex,group_by_1,group_by_label_1,group_by_value_1,group_by_2,variable,prevalence,mean,median,sd,percentile_025,percentile_750
NA,Bin,bin 48,48,NA,B2B_cat2_0,92,NA,NA,NA,NA,NA
NA,Bin,bin 48,48,NA,B2B_cat2_1,8,NA,NA,NA,NA,NA
NA,Bin,bin 48,48,NA,BB6_cat5_0,41.2,NA,NA,NA,NA,NA
NA,Bin,bin 48,48,NA,BB6_cat5_1,17.7,NA,NA,NA,NA,NA
NA,Bin,bin 48,48,NA,BB6_cat5_2,6.3,NA,NA,NA,NA,NA
NA,Bin,bin 48,48,NA,BB6_cat5_3,17,NA,NA,NA,NA,NA
NA,Bin,bin 48,48,NA,BB6_cat5_4,17.8,NA,NA,NA,NA,NA
NA,Bin,bin 48,48,NA,Cancer_cat6_0,99,NA,NA,NA,NA,NA
NA,Bin,bin 48,48,NA,Cancer_cat6_1,0,NA,NA,NA,NA,NA
NA,Bin,bin 48,48,NA,Cancer_cat6_2,0,NA,NA,NA,NA,NA
NA,Bin,bin 48,48,NA,Cancer_cat6_3,1,NA,NA,NA,NA,NA
NA,Bin,bin 48,48,NA,Cancer_cat6_4,0,NA,NA,NA,NA,NA
NA,Bin,bin 48,48,NA,Cancer_cat6_5,0,NA,NA,NA,NA,NA
NA,Bin,bin 48,48,NA,H3_cat2_0,88.6,NA,NA,NA,NA,NA
NA,Bin,bin 48,48,NA,H3_cat2_1,11.4,NA,NA,NA,NA,NA
NA,Bin,bin 48,48,NA,IADL_cat7_0,5.9,NA,NA,NA,NA,NA
NA,Bin,bin 48,48,NA,IADL_cat7_1,10.7,NA,NA,NA,NA,NA
NA,Bin,bin 48,48,NA,IADL_cat7_2,19.2,NA,NA,NA,NA,NA
NA,Bin,bin 48,48,NA,IADL_cat7_3,2.9,NA,NA,NA,NA,NA
NA,Bin,bin 48,48,NA,IADL_cat7_4,31.9,NA,NA,NA,NA,NA
NA,Bin,bin 48,48,NA,IADL_cat7_5,26.2,NA,NA,NA,NA,NA
NA,Bin,bin 48,48,NA,IADL_cat7_6,3.2,NA,NA,NA,NA,NA
NA,Bin,bin 48,48,NA,J1A_cat2_0,80.5,NA,NA,NA,NA,NA
NA,Bin,bin 48,48,NA,J1A_cat2_1,19.5,NA,NA,NA,NA,NA
NA,Bin,bin 48,48,NA,J1B_cat2_0,95.2,NA,NA,NA,NA,NA
NA,Bin,bin 48,48,NA,J1B_cat2_1,4.8,NA,NA,NA,NA,NA
NA,Bin,bin 48,48,NA,J1C_cat2_0,77.4,NA,NA,NA,NA,NA
NA,Bin,bin 48,48,NA,J1C_cat2_1,22.6,NA,NA,NA,NA,NA
NA,Bin,bin 48,48,NA,J1DE_cat2_0,80.9,NA,NA,NA,NA,NA
NA,Bin,bin 48,48,NA,J1DE_cat2_1,19.1,NA,NA,NA,NA,NA
NA,Bin,bin 48,48,NA,J1D_cat2_0,34.6,NA,NA,NA,NA,NA
NA,Bin,bin 48,48,NA,J1D_cat2_1,65.4,NA,NA,NA,NA,NA
NA,Bin,bin 48,48,NA,J1K_cat2_0,98.3,NA,NA,NA,NA,NA
NA,Bin,bin 48,48,NA,J1K_cat2_1,1.7,NA,NA,NA,NA,NA
NA,Bin,bin 48,48,NA,J1L_cat2_0,94.9,NA,NA,NA,NA,NA
NA,Bin,bin 48,48,NA,J1L_cat2_1,5.1,NA,NA,NA,NA,NA
NA,Bin,bin 48,48,NA,K2E_cat2_0,99.6,NA,NA,NA,NA,NA
NA,Bin,bin 48,48,NA,K2E_cat2_1,0.4,NA,NA,NA,NA,NA
NA,Bin,bin 48,48,NA,K3D_cat2_0,77.5,NA,NA,NA,NA,NA
NA,Bin,bin 48,48,NA,K3D_cat2_1,22.5,NA,NA,NA,NA,NA
NA,Bin,bin 48,48,NA,K3E_cat2_0,86.3,NA,NA,NA,NA,NA
NA,Bin,bin 48,48,NA,K3E_cat2_1,13.7,NA,NA,NA,NA,NA
NA,Bin,bin 48,48,NA,K8E_cat2_0,100,NA,NA,NA,NA,NA
NA,Bin,bin 48,48,NA,K8E_cat2_1,0,NA,NA,NA,NA,NA
NA,Bin,bin 48,48,NA,L1A_cat2_0,99.2,NA,NA,NA,NA,NA
NA,Bin,bin 48,48,NA,L1A_cat2_1,0.8,NA,NA,NA,NA,NA
NA,Bin,bin 48,48,NA,L2B_cat2_0,99.7,NA,NA,NA,NA,NA
NA,Bin,bin 48,48,NA,L2B_cat2_1,0.3,NA,NA,NA,NA,NA
NA,Bin,bin 48,48,NA,L2C_cat2_0,99.8,NA,NA,NA,NA,NA
NA,Bin,bin 48,48,NA,L2C_cat2_1,0.2,NA,NA,NA,NA,NA
NA,Bin,bin 48,48,NA,Oxygen_cat6_0,87.3,NA,NA,NA,NA,NA
NA,Bin,bin 48,48,NA,Oxygen_cat6_1,0,NA,NA,NA,NA,NA
NA,Bin,bin 48,48,NA,Oxygen_cat6_2,0.4,NA,NA,NA,NA,NA
NA,Bin,bin 48,48,NA,Oxygen_cat6_3,11,NA,NA,NA,NA,NA
NA,Bin,bin 48,48,NA,Oxygen_cat6_4,0,NA,NA,NA,NA,NA
NA,Bin,bin 48,48,NA,Oxygen_cat6_5,1.2,NA,NA,NA,NA,NA
NA,Bin,bin 48,48,NA,P4A_cat4_0,87.5,NA,NA,NA,NA,NA
NA,Bin,bin 48,48,NA,P4A_cat4_1,11.7,NA,NA,NA,NA,NA
NA,Bin,bin 48,48,NA,P4A_cat4_2,0.7,NA,NA,NA,NA,NA
NA,Bin,bin 48,48,NA,P4A_cat4_3,0.1,NA,NA,NA,NA,NA
NA,Bin,bin 48,48,NA,P4B_cat4_0,88.3,NA,NA,NA,NA,NA
NA,Bin,bin 48,48,NA,P4B_cat4_1,9.4,NA,NA,NA,NA,NA
NA,Bin,bin 48,48,NA,P4B_cat4_2,1.5,NA,NA,NA,NA,NA
NA,Bin,bin 48,48,NA,P4B_cat4_3,0.8,NA,NA,NA,NA,NA
NA,Bin,bin 48,48,NA,Renal_cat4_0,97,NA,NA,NA,NA,NA
NA,Bin,bin 48,48,NA,Renal_cat4_1,2.5,NA,NA,NA,NA,NA
NA,Bin,bin 48,48,NA,Renal_cat4_2,0,NA,NA,NA,NA,NA
NA,Bin,bin 48,48,NA,Renal_cat4_3,0.5,NA,NA,NA,NA,NA
NA,Bin,bin 48,48,NA,Sex_cat2_0,79.9,NA,NA,NA,NA,NA
NA,Bin,bin 48,48,NA,Sex_cat2_1,20.1,NA,NA,NA,NA,NA
NA,Bin,bin 48,48,NA,Age_cont,NA,78.07,81,10.38,72,86
NA,Bin,bin 49,49,NA,A1_cat7_0,16.9,NA,NA,NA,NA,NA
NA,Bin,bin 49,49,NA,A1_cat7_1,16.7,NA,NA,NA,NA,NA
NA,Bin,bin 49,49,NA,A1_cat7_2,15.8,NA,NA,NA,NA,NA
NA,Bin,bin 49,49,NA,A1_cat7_3,13.9,NA,NA,NA,NA,NA
NA,Bin,bin 49,49,NA,A1_cat7_4,13.5,NA,NA,NA,NA,NA
NA,Bin,bin 49,49,NA,A1_cat7_5,12.5,NA,NA,NA,NA,NA
NA,Bin,bin 49,49,NA,A1_cat7_6,10.7,NA,NA,NA,NA,NA
NA,Bin,bin 49,49,NA,A2_cat5_0,25.7,NA,NA,NA,NA,NA
NA,Bin,bin 49,49,NA,A2_cat5_1,17.6,NA,NA,NA,NA,NA
NA,Bin,bin 49,49,NA,A2_cat5_2,55.4,NA,NA,NA,NA,NA
NA,Bin,bin 49,49,NA,A2_cat5_3,0.8,NA,NA,NA,NA,NA
NA,Bin,bin 49,49,NA,A2_cat5_4,0.6,NA,NA,NA,NA,NA
NA,Bin,bin 49,49,NA,ADL_cat7_0,85,NA,NA,NA,NA,NA
NA,Bin,bin 49,49,NA,ADL_cat7_1,8.2,NA,NA,NA,NA,NA
NA,Bin,bin 49,49,NA,ADL_cat7_2,5,NA,NA,NA,NA,NA
NA,Bin,bin 49,49,NA,ADL_cat7_3,1.6,NA,NA,NA,NA,NA
NA,Bin,bin 49,49,NA,ADL_cat7_4,0.2,NA,NA,NA,NA,NA
NA,Bin,bin 49,49,NA,ADL_cat7_5,0.1,NA,NA,NA,NA,NA
NA,Bin,bin 49,49,NA,ADL_cat7_6,0,NA,NA,NA,NA,NA
NA,Bin,bin 49,49,NA,B2B_cat2_0,92.9,NA,NA,NA,NA,NA
NA,Bin,bin 49,49,NA,B2B_cat2_1,7.1,NA,NA,NA,NA,NA
NA,Bin,bin 49,49,NA,BB6_cat5_0,41.6,NA,NA,NA,NA,NA
NA,Bin,bin 49,49,NA,BB6_cat5_1,18.3,NA,NA,NA,NA,NA
NA,Bin,bin 49,49,NA,BB6_cat5_2,5.8,NA,NA,NA,NA,NA
NA,Bin,bin 49,49,NA,BB6_cat5_3,16.8,NA,NA,NA,NA,NA
NA,Bin,bin 49,49,NA,BB6_cat5_4,17.6,NA,NA,NA,NA,NA
NA,Bin,bin 49,49,NA,Cancer_cat6_0,99.4,NA,NA,NA,NA,NA
NA,Bin,bin 49,49,NA,Cancer_cat6_1,0,NA,NA,NA,NA,NA
NA,Bin,bin 49,49,NA,Cancer_cat6_2,0,NA,NA,NA,NA,NA
NA,Bin,bin 49,49,NA,Cancer_cat6_3,0.6,NA,NA,NA,NA,NA
NA,Bin,bin 49,49,NA,Cancer_cat6_4,0,NA,NA,NA,NA,NA
NA,Bin,bin 49,49,NA,Cancer_cat6_5,0,NA,NA,NA,NA,NA
NA,Bin,bin 49,49,NA,H3_cat2_0,90.7,NA,NA,NA,NA,NA
NA,Bin,bin 49,49,NA,H3_cat2_1,9.3,NA,NA,NA,NA,NA
NA,Bin,bin 49,49,NA,IADL_cat7_0,6.3,NA,NA,NA,NA,NA
NA,Bin,bin 49,49,NA,IADL_cat7_1,12.3,NA,NA,NA,NA,NA
NA,Bin,bin 49,49,NA,IADL_cat7_2,20.4,NA,NA,NA,NA,NA
NA,Bin,bin 49,49,NA,IADL_cat7_3,2.9,NA,NA,NA,NA,NA
NA,Bin,bin 49,49,NA,IADL_cat7_4,31.9,NA,NA,NA,NA,NA
NA,Bin,bin 49,49,NA,IADL_cat7_5,23.5,NA,NA,NA,NA,NA
NA,Bin,bin 49,49,NA,IADL_cat7_6,2.7,NA,NA,NA,NA,NA
NA,Bin,bin 49,49,NA,J1A_cat2_0,80.8,NA,NA,NA,NA,NA
NA,Bin,bin 49,49,NA,J1A_cat2_1,19.2,NA,NA,NA,NA,NA
NA,Bin,bin 49,49,NA,J1B_cat2_0,95.4,NA,NA,NA,NA,NA
NA,Bin,bin 49,49,NA,J1B_cat2_1,4.6,NA,NA,NA,NA,NA
NA,Bin,bin 49,49,NA,J1C_cat2_0,78.1,NA,NA,NA,NA,NA
NA,Bin,bin 49,49,NA,J1C_cat2_1,21.9,NA,NA,NA,NA,NA
NA,Bin,bin 49,49,NA,J1DE_cat2_0,81.3,NA,NA,NA,NA,NA
NA,Bin,bin 49,49,NA,J1DE_cat2_1,18.7,NA,NA,NA,NA,NA
NA,Bin,bin 49,49,NA,J1D_cat2_0,34,NA,NA,NA,NA,NA
NA,Bin,bin 49,49,NA,J1D_cat2_1,66,NA,NA,NA,NA,NA
NA,Bin,bin 49,49,NA,J1K_cat2_0,98.4,NA,NA,NA,NA,NA
NA,Bin,bin 49,49,NA,J1K_cat2_1,1.6,NA,NA,NA,NA,NA
NA,Bin,bin 49,49,NA,J1L_cat2_0,95.1,NA,NA,NA,NA,NA
NA,Bin,bin 49,49,NA,J1L_cat2_1,4.9,NA,NA,NA,NA,NA
NA,Bin,bin 49,49,NA,K2E_cat2_0,99.7,NA,NA,NA,NA,NA
NA,Bin,bin 49,49,NA,K2E_cat2_1,0.3,NA,NA,NA,NA,NA
NA,Bin,bin 49,49,NA,K3D_cat2_0,78.5,NA,NA,NA,NA,NA
NA,Bin,bin 49,49,NA,K3D_cat2_1,21.5,NA,NA,NA,NA,NA
NA,Bin,bin 49,49,NA,K3E_cat2_0,87.7,NA,NA,NA,NA,NA
NA,Bin,bin 49,49,NA,K3E_cat2_1,12.3,NA,NA,NA,NA,NA
NA,Bin,bin 49,49,NA,K8E_cat2_0,100,NA,NA,NA,NA,NA
NA,Bin,bin 49,49,NA,K8E_cat2_1,0,NA,NA,NA,NA,NA
NA,Bin,bin 49,49,NA,L1A_cat2_0,99.4,NA,NA,NA,NA,NA
NA,Bin,bin 49,49,NA,L1A_cat2_1,0.6,NA,NA,NA,NA,NA
NA,Bin,bin 49,49,NA,L2B_cat2_0,99.8,NA,NA,NA,NA,NA
NA,Bin,bin 49,49,NA,L2B_cat2_1,0.2,NA,NA,NA,NA,NA
NA,Bin,bin 49,49,NA,L2C_cat2_0,99.8,NA,NA,NA,NA,NA
NA,Bin,bin 49,49,NA,L2C_cat2_1,0.2,NA,NA,NA,NA,NA
NA,Bin,bin 49,49,NA,Oxygen_cat6_0,88.2,NA,NA,NA,NA,NA
NA,Bin,bin 49,49,NA,Oxygen_cat6_1,0,NA,NA,NA,NA,NA
NA,Bin,bin 49,49,NA,Oxygen_cat6_2,0.4,NA,NA,NA,NA,NA
NA,Bin,bin 49,49,NA,Oxygen_cat6_3,10.5,NA,NA,NA,NA,NA
NA,Bin,bin 49,49,NA,Oxygen_cat6_4,0,NA,NA,NA,NA,NA
NA,Bin,bin 49,49,NA,Oxygen_cat6_5,0.9,NA,NA,NA,NA,NA
NA,Bin,bin 49,49,NA,P4A_cat4_0,88.8,NA,NA,NA,NA,NA
NA,Bin,bin 49,49,NA,P4A_cat4_1,10.5,NA,NA,NA,NA,NA
NA,Bin,bin 49,49,NA,P4A_cat4_2,0.6,NA,NA,NA,NA,NA
NA,Bin,bin 49,49,NA,P4A_cat4_3,0.1,NA,NA,NA,NA,NA
NA,Bin,bin 49,49,NA,P4B_cat4_0,88.8,NA,NA,NA,NA,NA
NA,Bin,bin 49,49,NA,P4B_cat4_1,9,NA,NA,NA,NA,NA
NA,Bin,bin 49,49,NA,P4B_cat4_2,1.5,NA,NA,NA,NA,NA
NA,Bin,bin 49,49,NA,P4B_cat4_3,0.7,NA,NA,NA,NA,NA
NA,Bin,bin 49,49,NA,Renal_cat4_0,97.3,NA,NA,NA,NA,NA
NA,Bin,bin 49,49,NA,Renal_cat4_1,2.2,NA,NA,NA,NA,NA
NA,Bin,bin 49,49,NA,Renal_cat4_2,0,NA,NA,NA,NA,NA
NA,Bin,bin 49,49,NA,Renal_cat4_3,0.5,NA,NA,NA,NA,NA
NA,Bin,bin 49,49,NA,Sex_cat2_0,81.2,NA,NA,NA,NA,NA
NA,Bin,bin 49,49,NA,Sex_cat2_1,18.8,NA,NA,NA,NA,NA
NA,Bin,bin 49,49,NA,Age_cont,NA,77.93,80,10.3,73,85
NA,Bin,bin 50,50,NA,A1_cat7_0,17.1,NA,NA,NA,NA,NA
NA,Bin,bin 50,50,NA,A1_cat7_1,16.8,NA,NA,NA,NA,NA
NA,Bin,bin 50,50,NA,A1_cat7_2,16,NA,NA,NA,NA,NA
NA,Bin,bin 50,50,NA,A1_cat7_3,13.9,NA,NA,NA,NA,NA
NA,Bin,bin 50,50,NA,A1_cat7_4,13.5,NA,NA,NA,NA,NA
NA,Bin,bin 50,50,NA,A1_cat7_5,12.3,NA,NA,NA,NA,NA
NA,Bin,bin 50,50,NA,A1_cat7_6,10.3,NA,NA,NA,NA,NA
NA,Bin,bin 50,50,NA,A2_cat5_0,24.2,NA,NA,NA,NA,NA
NA,Bin,bin 50,50,NA,A2_cat5_1,16.7,NA,NA,NA,NA,NA
NA,Bin,bin 50,50,NA,A2_cat5_2,57.8,NA,NA,NA,NA,NA
NA,Bin,bin 50,50,NA,A2_cat5_3,0.7,NA,NA,NA,NA,NA
NA,Bin,bin 50,50,NA,A2_cat5_4,0.6,NA,NA,NA,NA,NA
NA,Bin,bin 50,50,NA,ADL_cat7_0,86.6,NA,NA,NA,NA,NA
NA,Bin,bin 50,50,NA,ADL_cat7_1,7.5,NA,NA,NA,NA,NA
NA,Bin,bin 50,50,NA,ADL_cat7_2,4.3,NA,NA,NA,NA,NA
NA,Bin,bin 50,50,NA,ADL_cat7_3,1.3,NA,NA,NA,NA,NA
NA,Bin,bin 50,50,NA,ADL_cat7_4,0.2,NA,NA,NA,NA,NA
NA,Bin,bin 50,50,NA,ADL_cat7_5,0.1,NA,NA,NA,NA,NA
NA,Bin,bin 50,50,NA,ADL_cat7_6,0,NA,NA,NA,NA,NA
NA,Bin,bin 50,50,NA,B2B_cat2_0,93.4,NA,NA,NA,NA,NA
NA,Bin,bin 50,50,NA,B2B_cat2_1,6.6,NA,NA,NA,NA,NA
NA,Bin,bin 50,50,NA,BB6_cat5_0,42,NA,NA,NA,NA,NA
NA,Bin,bin 50,50,NA,BB6_cat5_1,18.3,NA,NA,NA,NA,NA
NA,Bin,bin 50,50,NA,BB6_cat5_2,6,NA,NA,NA,NA,NA
NA,Bin,bin 50,50,NA,BB6_cat5_3,16.7,NA,NA,NA,NA,NA
NA,Bin,bin 50,50,NA,BB6_cat5_4,17,NA,NA,NA,NA,NA
NA,Bin,bin 50,50,NA,Cancer_cat6_0,99.6,NA,NA,NA,NA,NA
NA,Bin,bin 50,50,NA,Cancer_cat6_1,0,NA,NA,NA,NA,NA
NA,Bin,bin 50,50,NA,Cancer_cat6_2,0,NA,NA,NA,NA,NA
NA,Bin,bin 50,50,NA,Cancer_cat6_3,0.3,NA,NA,NA,NA,NA
NA,Bin,bin 50,50,NA,Cancer_cat6_4,0,NA,NA,NA,NA,NA
NA,Bin,bin 50,50,NA,Cancer_cat6_5,0,NA,NA,NA,NA,NA
NA,Bin,bin 50,50,NA,H3_cat2_0,92.9,NA,NA,NA,NA,NA
NA,Bin,bin 50,50,NA,H3_cat2_1,7.1,NA,NA,NA,NA,NA
NA,Bin,bin 50,50,NA,IADL_cat7_0,6.6,NA,NA,NA,NA,NA
NA,Bin,bin 50,50,NA,IADL_cat7_1,13.5,NA,NA,NA,NA,NA
NA,Bin,bin 50,50,NA,IADL_cat7_2,21.4,NA,NA,NA,NA,NA
NA,Bin,bin 50,50,NA,IADL_cat7_3,3.4,NA,NA,NA,NA,NA
NA,Bin,bin 50,50,NA,IADL_cat7_4,32.2,NA,NA,NA,NA,NA
NA,Bin,bin 50,50,NA,IADL_cat7_5,21.1,NA,NA,NA,NA,NA
NA,Bin,bin 50,50,NA,IADL_cat7_6,1.8,NA,NA,NA,NA,NA
NA,Bin,bin 50,50,NA,J1A_cat2_0,80.9,NA,NA,NA,NA,NA
NA,Bin,bin 50,50,NA,J1A_cat2_1,19.1,NA,NA,NA,NA,NA
NA,Bin,bin 50,50,NA,J1B_cat2_0,96.3,NA,NA,NA,NA,NA
NA,Bin,bin 50,50,NA,J1B_cat2_1,3.7,NA,NA,NA,NA,NA
NA,Bin,bin 50,50,NA,J1C_cat2_0,78.5,NA,NA,NA,NA,NA
NA,Bin,bin 50,50,NA,J1C_cat2_1,21.5,NA,NA,NA,NA,NA
NA,Bin,bin 50,50,NA,J1DE_cat2_0,81.4,NA,NA,NA,NA,NA
NA,Bin,bin 50,50,NA,J1DE_cat2_1,18.6,NA,NA,NA,NA,NA
NA,Bin,bin 50,50,NA,J1D_cat2_0,34,NA,NA,NA,NA,NA
NA,Bin,bin 50,50,NA,J1D_cat2_1,66,NA,NA,NA,NA,NA
NA,Bin,bin 50,50,NA,J1K_cat2_0,98,NA,NA,NA,NA,NA
NA,Bin,bin 50,50,NA,J1K_cat2_1,2,NA,NA,NA,NA,NA
NA,Bin,bin 50,50,NA,J1L_cat2_0,95.4,NA,NA,NA,NA,NA
NA,Bin,bin 50,50,NA,J1L_cat2_1,4.6,NA,NA,NA,NA,NA
NA,Bin,bin 50,50,NA,K2E_cat2_0,99.7,NA,NA,NA,NA,NA
NA,Bin,bin 50,50,NA,K2E_cat2_1,0.3,NA,NA,NA,NA,NA
NA,Bin,bin 50,50,NA,K3D_cat2_0,79.4,NA,NA,NA,NA,NA
NA,Bin,bin 50,50,NA,K3D_cat2_1,20.6,NA,NA,NA,NA,NA
NA,Bin,bin 50,50,NA,K3E_cat2_0,89.4,NA,NA,NA,NA,NA
NA,Bin,bin 50,50,NA,K3E_cat2_1,10.6,NA,NA,NA,NA,NA
NA,Bin,bin 50,50,NA,K8E_cat2_0,100,NA,NA,NA,NA,NA
NA,Bin,bin 50,50,NA,K8E_cat2_1,0,NA,NA,NA,NA,NA
NA,Bin,bin 50,50,NA,L1A_cat2_0,99.5,NA,NA,NA,NA,NA
NA,Bin,bin 50,50,NA,L1A_cat2_1,0.5,NA,NA,NA,NA,NA
NA,Bin,bin 50,50,NA,L2B_cat2_0,99.9,NA,NA,NA,NA,NA
NA,Bin,bin 50,50,NA,L2B_cat2_1,0.1,NA,NA,NA,NA,NA
NA,Bin,bin 50,50,NA,L2C_cat2_0,99.8,NA,NA,NA,NA,NA
NA,Bin,bin 50,50,NA,L2C_cat2_1,0.2,NA,NA,NA,NA,NA
NA,Bin,bin 50,50,NA,Oxygen_cat6_0,88.8,NA,NA,NA,NA,NA
NA,Bin,bin 50,50,NA,Oxygen_cat6_1,0,NA,NA,NA,NA,NA
NA,Bin,bin 50,50,NA,Oxygen_cat6_2,0.4,NA,NA,NA,NA,NA
NA,Bin,bin 50,50,NA,Oxygen_cat6_3,10,NA,NA,NA,NA,NA
NA,Bin,bin 50,50,NA,Oxygen_cat6_4,0,NA,NA,NA,NA,NA
NA,Bin,bin 50,50,NA,Oxygen_cat6_5,0.7,NA,NA,NA,NA,NA
NA,Bin,bin 50,50,NA,P4A_cat4_0,89.4,NA,NA,NA,NA,NA
NA,Bin,bin 50,50,NA,P4A_cat4_1,9.9,NA,NA,NA,NA,NA
NA,Bin,bin 50,50,NA,P4A_cat4_2,0.6,NA,NA,NA,NA,NA
NA,Bin,bin 50,50,NA,P4A_cat4_3,0.1,NA,NA,NA,NA,NA
NA,Bin,bin 50,50,NA,P4B_cat4_0,89.3,NA,NA,NA,NA,NA
NA,Bin,bin 50,50,NA,P4B_cat4_1,8.6,NA,NA,NA,NA,NA
NA,Bin,bin 50,50,NA,P4B_cat4_2,1.4,NA,NA,NA,NA,NA
NA,Bin,bin 50,50,NA,P4B_cat4_3,0.7,NA,NA,NA,NA,NA
NA,Bin,bin 50,50,NA,Renal_cat4_0,97.7,NA,NA,NA,NA,NA
NA,Bin,bin 50,50,NA,Renal_cat4_1,2,NA,NA,NA,NA,NA
NA,Bin,bin 50,50,NA,Renal_cat4_2,0,NA,NA,NA,NA,NA
NA,Bin,bin 50,50,NA,Renal_cat4_3,0.3,NA,NA,NA,NA,NA
NA,Bin,bin 50,50,NA,Sex_cat2_0,83.2,NA,NA,NA,NA,NA
NA,Bin,bin 50,50,NA,Sex_cat2_1,16.8,NA,NA,NA,NA,NA
NA,Bin,bin 50,50,NA,Age_cont,NA,77.6,80,10.38,72,85
NA,Bin,bin 51,51,NA,A1_cat7_0,17.3,NA,NA,NA,NA,NA
NA,Bin,bin 51,51,NA,A1_cat7_1,16.3,NA,NA,NA,NA,NA
NA,Bin,bin 51,51,NA,A1_cat7_2,16.6,NA,NA,NA,NA,NA
NA,Bin,bin 51,51,NA,A1_cat7_3,14.3,NA,NA,NA,NA,NA
NA,Bin,bin 51,51,NA,A1_cat7_4,12.8,NA,NA,NA,NA,NA
NA,Bin,bin 51,51,NA,A1_cat7_5,12.4,NA,NA,NA,NA,NA
NA,Bin,bin 51,51,NA,A1_cat7_6,10.3,NA,NA,NA,NA,NA
NA,Bin,bin 51,51,NA,A2_cat5_0,23.6,NA,NA,NA,NA,NA
NA,Bin,bin 51,51,NA,A2_cat5_1,17.7,NA,NA,NA,NA,NA
NA,Bin,bin 51,51,NA,A2_cat5_2,57.6,NA,NA,NA,NA,NA
NA,Bin,bin 51,51,NA,A2_cat5_3,0.6,NA,NA,NA,NA,NA
NA,Bin,bin 51,51,NA,A2_cat5_4,0.5,NA,NA,NA,NA,NA
NA,Bin,bin 51,51,NA,ADL_cat7_0,87.7,NA,NA,NA,NA,NA
NA,Bin,bin 51,51,NA,ADL_cat7_1,6.8,NA,NA,NA,NA,NA
NA,Bin,bin 51,51,NA,ADL_cat7_2,3.8,NA,NA,NA,NA,NA
NA,Bin,bin 51,51,NA,ADL_cat7_3,1.4,NA,NA,NA,NA,NA
NA,Bin,bin 51,51,NA,ADL_cat7_4,0.2,NA,NA,NA,NA,NA
NA,Bin,bin 51,51,NA,ADL_cat7_5,0.1,NA,NA,NA,NA,NA
NA,Bin,bin 51,51,NA,ADL_cat7_6,0,NA,NA,NA,NA,NA
NA,Bin,bin 51,51,NA,B2B_cat2_0,93.6,NA,NA,NA,NA,NA
NA,Bin,bin 51,51,NA,B2B_cat2_1,6.4,NA,NA,NA,NA,NA
NA,Bin,bin 51,51,NA,BB6_cat5_0,41.6,NA,NA,NA,NA,NA
NA,Bin,bin 51,51,NA,BB6_cat5_1,18.5,NA,NA,NA,NA,NA
NA,Bin,bin 51,51,NA,BB6_cat5_2,5.8,NA,NA,NA,NA,NA
NA,Bin,bin 51,51,NA,BB6_cat5_3,17.3,NA,NA,NA,NA,NA
NA,Bin,bin 51,51,NA,BB6_cat5_4,16.8,NA,NA,NA,NA,NA
NA,Bin,bin 51,51,NA,Cancer_cat6_0,99.7,NA,NA,NA,NA,NA
NA,Bin,bin 51,51,NA,Cancer_cat6_1,0,NA,NA,NA,NA,NA
NA,Bin,bin 51,51,NA,Cancer_cat6_2,0,NA,NA,NA,NA,NA
NA,Bin,bin 51,51,NA,Cancer_cat6_3,0.3,NA,NA,NA,NA,NA
NA,Bin,bin 51,51,NA,Cancer_cat6_4,0,NA,NA,NA,NA,NA
NA,Bin,bin 51,51,NA,Cancer_cat6_5,0,NA,NA,NA,NA,NA
NA,Bin,bin 51,51,NA,H3_cat2_0,94.1,NA,NA,NA,NA,NA
NA,Bin,bin 51,51,NA,H3_cat2_1,5.9,NA,NA,NA,NA,NA
NA,Bin,bin 51,51,NA,IADL_cat7_0,7.7,NA,NA,NA,NA,NA
NA,Bin,bin 51,51,NA,IADL_cat7_1,15.1,NA,NA,NA,NA,NA
NA,Bin,bin 51,51,NA,IADL_cat7_2,21.7,NA,NA,NA,NA,NA
NA,Bin,bin 51,51,NA,IADL_cat7_3,3.2,NA,NA,NA,NA,NA
NA,Bin,bin 51,51,NA,IADL_cat7_4,31.8,NA,NA,NA,NA,NA
NA,Bin,bin 51,51,NA,IADL_cat7_5,19.1,NA,NA,NA,NA,NA
NA,Bin,bin 51,51,NA,IADL_cat7_6,1.4,NA,NA,NA,NA,NA
NA,Bin,bin 51,51,NA,J1A_cat2_0,80.2,NA,NA,NA,NA,NA
NA,Bin,bin 51,51,NA,J1A_cat2_1,19.8,NA,NA,NA,NA,NA
NA,Bin,bin 51,51,NA,J1B_cat2_0,96.6,NA,NA,NA,NA,NA
NA,Bin,bin 51,51,NA,J1B_cat2_1,3.4,NA,NA,NA,NA,NA
NA,Bin,bin 51,51,NA,J1C_cat2_0,79.7,NA,NA,NA,NA,NA
NA,Bin,bin 51,51,NA,J1C_cat2_1,20.3,NA,NA,NA,NA,NA
NA,Bin,bin 51,51,NA,J1DE_cat2_0,82.1,NA,NA,NA,NA,NA
NA,Bin,bin 51,51,NA,J1DE_cat2_1,17.9,NA,NA,NA,NA,NA
NA,Bin,bin 51,51,NA,J1D_cat2_0,35,NA,NA,NA,NA,NA
NA,Bin,bin 51,51,NA,J1D_cat2_1,65,NA,NA,NA,NA,NA
NA,Bin,bin 51,51,NA,J1K_cat2_0,97.9,NA,NA,NA,NA,NA
NA,Bin,bin 51,51,NA,J1K_cat2_1,2.1,NA,NA,NA,NA,NA
NA,Bin,bin 51,51,NA,J1L_cat2_0,94.7,NA,NA,NA,NA,NA
